,week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
169,2022-10-02,Films (English),10,Elysium,,5170000,1,,,,,,,,,,,,
170,2022-10-02,Films (Non-English),1,ATHENA,,13600000,2,,,,,,,,,,,,
171,2022-10-02,Films (Non-English),2,The Perfumier,,4500000,2,,,,,,,,,,,,
172,2022-10-02,Films (Non-English),3,Fullmetal Alchemist The Final Alchemy,,4460000,2,,,,,,,,,,,,
173,2022-10-02,Films (Non-English),4,Plan A Plan B,,3920000,1,,,,,,,,,,,,
174,2022-10-02,Films (Non-English),5,Aníkúlápó,,2680000,1,,,,,,,,,,,,
175,2022-10-02,Films (Non-English),6,No Limit,,2220000,4,,,,,,,,,,,,
176,2022-10-02,Films (Non-English),7,El Jeremías,,2210000,3,,,,,,,,,,,,
177,2022-10-02,Films (Non-English),8,Loving Adults,,2160000,6,,,,,,,,,,,,
178,2022-10-02,Films (Non-English),9,Drifting Home,,1720000,3,,,,,,,,,,,,
179,2022-10-02,Films (Non-English),10,RRR (Hindi),,1190000,15,,,,,,,,,,,,
180,2022-10-02,TV (English),1,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,299840000,2,,,,,,,,,,,,
181,2022-10-02,TV (English),2,Dynasty,Dynasty: Season 5,44610000,2,ts57465,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017.0,TV-14,42.0,['drama'],['US'],5.0,tt6128300,7.2,21637.0
182,2022-10-02,TV (English),3,Fate: The Winx Saga,Fate: The Winx Saga: Season 2,26400000,3,ts271888,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021.0,TV-MA,50.0,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt8179402,6.8,39519.0
183,2022-10-02,TV (English),4,Cobra Kai,Cobra Kai: Season 5,20820000,4,ts78801,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018.0,TV-14,31.0,"['action', 'drama', 'sport', 'comedy']",['US'],5.0,tt7221388,8.5,166830.0
184,2022-10-02,TV (English),5,Heartbreak High,Heartbreak High: Season 1,14880000,2,ts21684,SHOW,The ins and outs of the classroom lives of a group of students who attend the fictional Hartley High School in Sydney.,1994.0,TV-MA,45.0,"['drama', 'romance', 'comedy']",['AU'],7.0,tt5582224,7.8,3139.0
185,2022-10-02,TV (English),6,The Crown,The Crown: Season 1,12090000,4,ts42069,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016.0,TV-MA,56.0,"['drama', 'history', 'european']","['GB', 'US']",5.0,tt4786824,8.7,194243.0
186,2022-10-02,TV (English),7,The Crown,The Crown: Season 2,11480000,3,ts42069,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016.0,TV-MA,56.0,"['drama', 'history', 'european']","['GB', 'US']",5.0,tt4786824,8.7,194243.0
187,2022-10-02,TV (English),8,Stranger Things,Stranger Things 4,10340000,18,ts38796,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016.0,TV-14,61.0,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],5.0,tt4574334,8.7,1101055.0
188,2022-10-02,TV (English),9,Fate: The Winx Saga,Fate: The Winx Saga: Season 1,9560000,2,ts271888,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021.0,TV-MA,50.0,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt8179402,6.8,39519.0
189,2022-10-02,TV (English),10,Inside the World’s Toughest Prisons,Inside the World’s Toughest Prisons: Season 6,9130000,1,,,,,,,,,,,,
190,2022-10-02,TV (Non-English),1,The Empress,The Empress: Season 1,47210000,1,,,,,,,,,,,,
191,2022-10-02,TV (Non-English),2,Thai Cave Rescue,Thai Cave Rescue: Limited Series,21230000,2,,,,,,,,,,,,
192,2022-10-02,TV (Non-English),3,"El Rey, Vicente Fernández","El Rey, Vicente Fernández: Season 1",20870000,3,,,,,,,,,,,,
193,2022-10-02,TV (Non-English),4,Little Women,Little Women: Season 1,18940000,4,tm113576,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994.0,PG,115.0,"['drama', 'romance', 'family']",['US'],,tt0110367,7.3,58178.0
194,2022-10-02,TV (Non-English),5,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,13370000,13,ts344162,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022.0,,70.0,['drama'],['KR'],1.0,,,
195,2022-10-02,TV (Non-English),6,Narco-Saints,Narco-Saints: Season 1,12080000,4,,,,,,,,,,,,
196,2022-10-02,TV (Non-English),7,Cyberpunk: Edgerunners,Cyberpunk: Edgerunners: Season 1,11090000,3,,,,,,,,,,,,
197,2022-10-02,TV (Non-English),8,Alchemy of Souls,Alchemy of Souls: Season 1,10980000,13,ts312082,SHOW,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022.0,TV-14,80.0,"['drama', 'action', 'thriller', 'scifi', 'comedy', 'fantasy', 'romance']",['KR'],1.0,tt20859920,8.6,878.0
198,2022-10-02,TV (Non-English),9,Young Lady and Gentleman,,10860000,6,,,,,,,,,,,,
199,2022-10-02,TV (Non-English),10,Diary of a Gigolo,Diary of a Gigolo: Season 1,10200000,4,,,,,,,,,,,,
200,2022-09-25,Films (English),1,Do Revenge,,42550000,2,,,,,,,,,,,,
201,2022-09-25,Films (English),2,Lou,,40570000,1,,,,,,,,,,,,
202,2022-09-25,Films (English),3,Father Stu,,13770000,1,,,,,,,,,,,,
203,2022-09-25,Films (English),4,I Used to Be Famous,,11630000,1,,,,,,,,,,,,
204,2022-09-25,Films (English),5,A Jazzman's Blues,,7820000,1,,,,,,,,,,,,
205,2022-09-25,Films (English),6,Me Time,,6230000,5,,,,,,,,,,,,
206,2022-09-25,Films (English),7,Minions & More Volume 1,,5660000,1,,,,,,,,,,,,
207,2022-09-25,Films (English),8,End of the Road,,5540000,3,,,,,,,,,,,,
208,2022-09-25,Films (English),9,This Is the End,,5320000,2,,,,,,,,,,,,
209,2022-09-25,Films (English),10,Dolittle,,5130000,2,,,,,,,,,,,,
210,2022-09-25,Films (Non-English),1,The Perfumier,,9380000,1,,,,,,,,,,,,
211,2022-09-25,Films (Non-English),2,ATHENA,,6920000,1,,,,,,,,,,,,
212,2022-09-25,Films (Non-English),3,No Limit,,5800000,3,,,,,,,,,,,,
213,2022-09-25,Films (Non-English),4,The Catholic School,,4900000,2,,,,,,,,,,,,
214,2022-09-25,Films (Non-English),5,Drifting Home,,4730000,2,,,,,,,,,,,,
215,2022-09-25,Films (Non-English),6,Mat Kilau,,4130000,2,,,,,,,,,,,,
216,2022-09-25,Films (Non-English),7,Loving Adults,,3860000,5,,,,,,,,,,,,
217,2022-09-25,Films (Non-English),8,El Jeremías,,3820000,2,,,,,,,,,,,,
218,2022-09-25,Films (Non-English),9,Fullmetal Alchemist The Final Alchemy,,3350000,1,,,,,,,,,,,,
219,2022-09-25,Films (Non-English),10,Broad Peak,,3210000,2,,,,,,,,,,,,
220,2022-09-25,TV (English),1,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,196200000,1,,,,,,,,,,,,
221,2022-09-25,TV (English),2,Fate: The Winx Saga,Fate: The Winx Saga: Season 2,60970000,2,ts271888,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021.0,TV-MA,50.0,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt8179402,6.8,39519.0
222,2022-09-25,TV (English),3,Cobra Kai,Cobra Kai: Season 5,38120000,3,ts78801,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018.0,TV-14,31.0,"['action', 'drama', 'sport', 'comedy']",['US'],5.0,tt7221388,8.5,166830.0
223,2022-09-25,TV (English),4,The Crown,The Crown: Season 1,25690000,3,ts42069,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016.0,TV-MA,56.0,"['drama', 'history', 'european']","['GB', 'US']",5.0,tt4786824,8.7,194243.0
224,2022-09-25,TV (English),5,Fate: The Winx Saga,Fate: The Winx Saga: Season 1,20250000,1,ts271888,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021.0,TV-MA,50.0,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt8179402,6.8,39519.0
225,2022-09-25,TV (English),6,Heartbreak High,Heartbreak High: Season 1,18250000,1,ts21684,SHOW,The ins and outs of the classroom lives of a group of students who attend the fictional Hartley High School in Sydney.,1994.0,TV-MA,45.0,"['drama', 'romance', 'comedy']",['AU'],7.0,tt5582224,7.8,3139.0
226,2022-09-25,TV (English),7,The Crown,The Crown: Season 2,17520000,2,ts42069,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016.0,TV-MA,56.0,"['drama', 'history', 'european']","['GB', 'US']",5.0,tt4786824,8.7,194243.0
227,2022-09-25,TV (English),8,Dynasty,Dynasty: Season 5,12830000,1,ts57465,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017.0,TV-14,42.0,['drama'],['US'],5.0,tt6128300,7.2,21637.0
228,2022-09-25,TV (English),9,The Imperfects,The Imperfects: Season 1,12760000,3,,,,,,,,,,,,
229,2022-09-25,TV (English),10,Sins of Our Mother,Sins of Our Mother: Limited Series,12550000,2,,,,,,,,,,,,
230,2022-09-25,TV (Non-English),1,"El Rey, Vicente Fernández","El Rey, Vicente Fernández: Season 1",33340000,2,,,,,,,,,,,,
231,2022-09-25,TV (Non-English),2,Narco-Saints,Narco-Saints: Season 1,27440000,3,,,,,,,,,,,,
232,2022-09-25,TV (Non-English),3,Diary of a Gigolo,Diary of a Gigolo: Season 1,18020000,3,,,,,,,,,,,,
233,2022-09-25,TV (Non-English),4,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,16890000,12,ts344162,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022.0,,70.0,['drama'],['KR'],1.0,,,
234,2022-09-25,TV (Non-English),5,Little Women,Little Women: Season 1,15020000,3,tm113576,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994.0,PG,115.0,"['drama', 'romance', 'family']",['US'],,tt0110367,7.3,58178.0
235,2022-09-25,TV (Non-English),6,Young Lady and Gentleman,,14740000,5,,,,,,,,,,,,
236,2022-09-25,TV (Non-English),7,Cyberpunk: Edgerunners,Cyberpunk: Edgerunners: Season 1,13760000,2,,,,,,,,,,,,
237,2022-09-25,TV (Non-English),8,Thai Cave Rescue,Thai Cave Rescue: Limited Series,13410000,1,,,,,,,,,,,,
238,2022-09-25,TV (Non-English),9,Santo,Santo: Season 1,10650000,1,,,,,,,,,,,,
239,2022-09-25,TV (Non-English),10,High Heat,High Heat: Season 1,10540000,6,,,,,,,,,,,,
240,2022-09-18,Films (English),1,End of the Road,,27190000,2,,,,,,,,,,,,
241,2022-09-18,Films (English),2,Do Revenge,,26670000,1,,,,,,,,,,,,
242,2022-09-18,Films (English),3,Love in the Villa,,8870000,3,,,,,,,,,,,,
243,2022-09-18,Films (English),4,Me Time,,7910000,4,,,,,,,,,,,,
244,2022-09-18,Films (English),5,Morbius,,7530000,2,,,,,,,,,,,,
245,2022-09-18,Films (English),6,I Came By,,7360000,3,,,,,,,,,,,,
246,2022-09-18,Films (English),7,Despicable Me 2,,7160000,9,,,,,,,,,,,,
247,2022-09-18,Films (English),8,The Invisible Man,,6530000,1,,,,,,,,,,,,
248,2022-09-18,Films (English),9,Dolittle,,5580000,1,,,,,,,,,,,,
249,2022-09-18,Films (English),10,This Is the End,,5250000,1,,,,,,,,,,,,
250,2022-09-18,Films (Non-English),1,No Limit,,25490000,2,,,,,,,,,,,,
251,2022-09-18,Films (Non-English),2,The Catholic School,,6430000,1,,,,,,,,,,,,
252,2022-09-18,Films (Non-English),3,Ek Villain Returns,,5160000,2,,,,,,,,,,,,
253,2022-09-18,Films (Non-English),4,Loving Adults,,4900000,4,,,,,,,,,,,,
254,2022-09-18,Films (Non-English),5,Mat Kilau,,3970000,1,,,,,,,,,,,,
255,2022-09-18,Films (Non-English),6,Broad Peak,,3390000,1,,,,,,,,,,,,
256,2022-09-18,Films (Non-English),7,Jogi,,3080000,1,,,,,,,,,,,,
257,2022-09-18,Films (Non-English),8,El Jeremías,,2970000,1,,,,,,,,,,,,
258,2022-09-18,Films (Non-English),9,Fenced In,,2900000,3,,,,,,,,,,,,
259,2022-09-18,Films (Non-English),10,Drifting Home,,2370000,1,,,,,,,,,,,,
260,2022-09-18,TV (English),1,Cobra Kai,Cobra Kai: Season 5,95550000,2,ts78801,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018.0,TV-14,31.0,"['action', 'drama', 'sport', 'comedy']",['US'],5.0,tt7221388,8.5,166830.0
261,2022-09-18,TV (English),2,Fate: The Winx Saga,Fate: The Winx Saga: Season 2,48960000,1,ts271888,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021.0,TV-MA,50.0,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt8179402,6.8,39519.0
262,2022-09-18,TV (English),3,The Crown,The Crown: Season 1,40790000,2,ts42069,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016.0,TV-MA,56.0,"['drama', 'history', 'european']","['GB', 'US']",5.0,tt4786824,8.7,194243.0
263,2022-09-18,TV (English),4,The Imperfects,The Imperfects: Season 1,35020000,2,,,,,,,,,,,,
264,2022-09-18,TV (English),5,Devil in Ohio,Devil in Ohio: Limited Series,29300000,3,,,,,,,,,,,,
265,2022-09-18,TV (English),6,Sins of Our Mother,Sins of Our Mother: Limited Series,24390000,1,,,,,,,,,,,,
266,2022-09-18,TV (English),7,The Crown,The Crown: Season 2,16670000,1,ts42069,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016.0,TV-MA,56.0,"['drama', 'history', 'european']","['GB', 'US']",5.0,tt4786824,8.7,194243.0
267,2022-09-18,TV (English),8,Love Is Blind,Love Is Blind: Season 2,14370000,6,ts304505,SHOW,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.",2020.0,TV-MA,54.0,"['reality', 'romance']",['US'],5.0,tt11704040,6.1,7863.0
268,2022-09-18,TV (English),9,Stranger Things,Stranger Things 4,13480000,17,ts38796,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016.0,TV-14,61.0,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],5.0,tt4574334,8.7,1101055.0
